	GSM3038876_M-17-1.CEL	GSM3038877_M-17-2.CEL	GSM3038878_M-17-3.CEL	GSM3038879_S-17-1.CEL	GSM3038880_S-17-2.CEL	GSM3038881_C-17-1.CEL	GSM3038882_C-17-2.CEL	GSM3038883_C-17-3.CEL	GSM3038884_M-24-1.CEL	GSM3038885_M-24-2.CEL	GSM3038886_M-24-3.CEL	GSM3038887_S-24-1.CEL	GSM3038888_S-24-2.CEL	GSM3038889_S-24-3.CEL	GSM3038890_C-24-1.CEL	GSM3038891_C-24-2.CEL	GSM3038892_C-24-3.CEL	GSM3038893_M-49-1.CEL	GSM3038894_M-49-2.CEL	GSM3038895_M-49-3.CEL	GSM3038896_S-49-1.CEL	GSM3038897_S-49-2.CEL	GSM3038898_S-49-3.CEL	GSM3038899_C-49-1.CEL	GSM3038900_C-49-2.CEL	GSM3038901_C-49-3.CEL
Solyc06g082620.1	11.31242592	11.27446769	10.615731	10.39496828	11.21592552	11.08295785	11.49752869	10.83519374	11.21892232	11.42537675	11.40593808	11.50907155	11.35508352	11.15857987	11.68190052	10.67247827	11.14688314	11.37989366	11.10879986	10.71035855	10.9662883	11.65827414	11.88328095	11.17877517	11.44749633	11.17589352
Solyc06g082630.2	11.85779527	11.87932211	11.94172435	12.0924819	11.7799217	11.60562256	11.67329014	11.90685411	11.54172132	11.71053964	11.80088521	11.61335894	11.77508859	11.7262491	11.70182396	12.01507011	11.91681601	11.76076267	11.93757564	11.76368713	11.68326826	11.70585157	11.70209404	11.72344724	11.75471897	11.69004118
Solyc06g082650.2	12.9205756	12.31474353	12.13704179	11.61896524	12.40261356	12.44281676	12.30841012	11.94314939	12.45038902	12.85000044	12.64935183	12.6869276	12.3615438	12.68321163	12.29593358	11.02332017	12.07229973	12.4606257	12.33067834	12.19946028	12.41894868	12.45318782	12.66214956	12.73067616	12.7237763	12.40521639
Solyc06g082660.2	10.95685053	11.28276152	11.46103424	11.63847654	11.18359699	10.87703833	10.80583068	11.24479202	10.86315115	10.9903035	11.13508706	10.99943957	11.06147571	11.00352016	10.85618183	11.52722227	11.09742362	10.97083754	11.29563347	11.29542831	11.05222157	10.98022218	10.82778038	10.826532	10.95753172	11.03303744
Solyc06g082670.2	12.9205756	12.31474353	12.13704179	11.61896524	12.40261356	12.44281676	12.30841012	11.94314939	12.45038902	12.85000044	12.64935183	12.6869276	12.3615438	12.68321163	12.29593358	11.02332017	12.07229973	12.4606257	12.33067834	12.19946028	12.41894868	12.45318782	12.66214956	12.73067616	12.7237763	12.40521639
Solyc06g082680.2	10.84388283	10.3583493	10.47493875	10.37524139	10.50983121	10.59036887	10.40748978	10.3583493	10.35182668	10.49668971	10.52496165	10.40290949	10.76273392	10.51257507	10.44186385	10.03574433	10.42947788	10.75215901	10.64159427	10.43337757	10.56255381	10.59792901	10.59413865	10.64102035	10.65020721	10.46477003
Solyc06g082710.2	6.604848669	6.13859091	5.432728949	5.204547932	5.955567855	6.724862154	6.982550233	5.518431037	6.25531744	7.088112481	6.827551832	6.866166965	6.191281238	6.477237806	7.057265033	6.008428026	6.752450263	6.291041589	6.090920598	5.705213406	6.094545011	6.617105086	7.168226047	6.232807391	6.475148756	6.057446215
Solyc06g082750.2	6.81016014	7.210217496	7.203611032	7.30911456	6.823458574	6.929129228	6.045984401	6.134836735	6.378419857	7.798282954	7.550955716	7.328114191	7.149344714	6.327447147	5.847267519	6.387688038	6.788636182	7.119149125	7.098958728	6.646307284	6.638814672	7.196410593	6.985712406	6.376273483	6.506444282	7.031193995
Solyc06g082760.2	6.81016014	7.210217496	7.203611032	7.30911456	6.823458574	6.929129228	6.045984401	6.134836735	6.378419857	7.798282954	7.550955716	7.328114191	7.149344714	6.327447147	5.847267519	6.387688038	6.788636182	7.119149125	7.098958728	6.646307284	6.638814672	7.196410593	6.985712406	6.376273483	6.506444282	7.031193995
Solyc06g082800.2	7.98137978	6.300454705	5.958513164	5.153021605	6.48570456	7.150594234	7.073847645	5.416507642	7.174368763	7.501118324	6.858300758	6.957192239	6.512740195	7.066040527	7.174398987	5.3848278	6.034180429	7.227165586	6.487176351	6.23104668	6.527652488	6.895394203	7.762426631	7.740917989	8.040853564	6.942714134
Solyc06g082830.2	11.46628776	12.06946712	11.95764237	11.89569698	12.02335375	11.86926792	11.9532389	11.94746451	12.19149981	11.68533782	11.87197836	11.65861715	12.00771547	11.87682473	11.98674208	11.98587407	11.79448437	11.83266787	12.07496249	11.95327301	11.87489815	11.87147275	11.73921466	11.56716182	11.72356789	11.85726096
Solyc06g082840.2	5.490679679	5.686287084	5.34156848	5.286498575	5.614600525	5.439576885	6.371744919	5.849825224	5.888940106	5.332730975	5.324574272	5.133593329	5.522065529	5.699665011	6.278840097	5.782368266	5.605093531	5.478638582	5.719906784	5.887763844	5.790270112	5.378430105	5.907866785	5.458916478	5.568950375	5.679296618
Solyc06g082870.2	11.24470897	10.1943954	9.580647507	9.446883626	10.54463809	10.93043189	10.92174229	9.594979803	11.07411264	11.34652878	10.69855257	10.94809774	10.62098273	10.99563881	11.01850778	8.675055754	9.678846329	11.08623876	10.53504085	9.727356647	10.55015365	10.91181396	11.55264589	11.32361095	11.56996699	10.69890638
Solyc06g082930.2	6.323572721	5.041673541	4.956764089	5.644856263	5.409554394	6.432164167	6.926156242	4.645166546	7.103807725	6.717881275	5.756941586	5.977873616	5.501457072	6.120124651	7.289660368	5.043085032	5.167918227	6.698418564	5.379066531	4.971110414	5.424499098	5.85180086	7.110390365	7.443481434	7.450560357	6.022767513
Solyc06g082940.2	6.317437476	7.608554772	8.244851712	9.150545972	7.896095841	9.028407433	7.000074986	8.217241023	6.55668014	8.430605858	7.574589769	6.39306222	7.684814381	7.281811393	6.03898925	7.11233105	7.609322914	6.616051328	7.449027074	6.670779656	6.390379758	5.973849842	6.225940536	5.406760467	6.742560264	8.99374222
Solyc06g082950.2	6.317437476	7.608554772	8.244851712	9.150545972	7.896095841	9.028407433	7.000074986	8.217241023	6.55668014	8.430605858	7.574589769	6.39306222	7.684814381	7.281811393	6.03898925	7.11233105	7.609322914	6.616051328	7.449027074	6.670779656	6.390379758	5.973849842	6.225940536	5.406760467	6.742560264	8.99374222
Solyc06g082970.2	3.151120234	3.437930862	3.665312101	3.818568691	3.372721698	3.337744838	3.104065025	3.655680682	2.840972741	3.153470682	3.373624955	3.213032842	3.257176713	3.308609505	3.016626372	3.807438516	3.412052427	3.006053137	3.288716106	3.345534959	3.229073495	3.401223248	3.230045833	3.083344917	3.057558865	3.275135809
Solyc06g082980.2	11.01270229	9.835723225	9.344498636	8.94920927	9.840080875	10.92174743	10.68512037	9.967740336	10.39770849	10.04458185	9.804185487	9.848004584	10.35106728	10.64442278	10.82982129	8.855114178	10.37913628	11.08301029	10.50103526	9.785892635	10.53130532	10.63850542	10.73435798	10.93937435	10.82632937	10.06756048
Solyc06g082990.2	10.5327683	9.904894265	9.828117122	9.248350055	10.16143186	10.37212885	10.31233186	9.434239602	10.39033316	10.00035877	9.852088179	9.768291926	10.37626189	10.33775479	10.17536342	8.920945893	9.835978765	10.97006074	10.6855412	9.766955841	10.25159136	10.37312737	10.47093584	10.45636293	10.56850379	10.16135018
Solyc06g083010.1	10.5327683	9.904894265	9.828117122	9.248350055	10.16143186	10.37212885	10.31233186	9.434239602	10.39033316	10.00035877	9.852088179	9.768291926	10.37626189	10.33775479	10.17536342	8.920945893	9.835978765	10.97006074	10.6855412	9.766955841	10.25159136	10.37312737	10.47093584	10.45636293	10.56850379	10.16135018
Solyc06g083040.2	4.562146688	6.845646723	5.334247172	6.120180829	6.365204438	4.917712596	5.072701097	5.324540453	5.487807705	5.507266556	5.461970709	7.252191092	4.818449202	7.090580002	5.906604698	4.330641601	4.574891649	6.56262606	5.242049468	6.31866444	5.417711606	4.277700203	4.473074823	4.379795974	4.345781146	5.414766139
Solyc06g083050.2	4.562146688	6.845646723	5.334247172	6.120180829	6.365204438	4.917712596	5.072701097	5.324540453	5.487807705	5.507266556	5.461970709	7.252191092	4.818449202	7.090580002	5.906604698	4.330641601	4.574891649	6.56262606	5.242049468	6.31866444	5.417711606	4.277700203	4.473074823	4.379795974	4.345781146	5.414766139
Solyc06g083060.2	8.16509824	8.746900004	8.363159671	8.51057407	8.221399519	8.431085826	8.430795639	8.710978564	8.078225381	8.136383245	8.446365034	8.174227318	8.496465915	8.252088881	8.42193255	9.195954409	9.095597303	8.072505117	8.434922703	8.877692955	8.44517498	8.350142325	8.604468027	7.94433459	7.705900076	8.182459986
Solyc06g083070.2	4.658449445	4.847162088	5.578260009	6.502672132	5.16718622	6.172268364	5.179667427	6.259607694	4.830551193	5.651091938	5.725454485	5.338422403	6.56494676	5.814362622	5.807034233	5.80643002	5.817733317	5.520413841	6.090390866	6.620000963	5.612761949	6.511702689	6.344715336	4.890110881	4.862027399	4.612546554
Solyc06g083080.2	5.592575031	5.739369325	5.974476081	6.91662452	6.005042127	7.153852106	6.299388366	6.926563662	5.712252617	6.630211736	6.724594046	6.425708473	7.464749123	6.841654533	7.020143808	6.220331445	6.5084657	6.647085325	6.825651107	6.900135324	6.689147449	7.649483579	7.586599403	5.882521656	6.08654566	5.48802684
Solyc06g083110.1	6.243449729	7.100668497	6.608941678	6.483737607	6.776506639	6.183417433	7.009249382	6.970961747	6.59216613	6.834755084	6.922979621	6.854787412	7.064397064	6.761531622	6.783336646	6.952978346	7.222801035	6.834439703	7.036594808	6.845048412	6.279395725	6.668372136	6.847582126	6.043427767	6.37398715	6.527779355
Solyc06g083150.2	9.226953548	9.354726952	9.45301068	8.981512503	8.957466825	9.26033092	9.895314258	9.505584607	9.579296954	8.48896508	8.858335308	8.391026672	8.978031341	8.93720142	9.682487675	9.073714256	9.25492944	9.023726234	9.372577846	9.129523086	9.074640924	8.554580847	8.600616889	9.310579153	9.197989282	9.222290549
Solyc06g083180.2	11.7549675	11.03586936	10.89046499	10.56376777	11.04758196	10.87099623	10.98947737	10.67044209	11.04847862	11.54736466	11.36674555	11.3004282	10.99558475	11.1291184	11.01918909	10.23199081	10.77983356	11.30235447	11.04363422	10.72637076	10.88740278	11.07444115	11.31859835	11.36780079	11.52162561	11.16187999
Solyc06g083190.2	11.20522398	10.95079441	10.83008821	10.72163428	10.86651757	10.40365398	11.04697072	10.98445533	10.90134154	10.49435505	10.6361533	10.70920765	10.59109367	10.58844628	10.88670944	10.80576118	10.62001039	10.53261274	10.60018213	10.41426548	10.34468204	9.979681316	9.953178647	11.19794632	11.46176685	10.59848883
Solyc06g083210.2	8.626880333	8.807303142	9.42244596	9.291845171	8.678424015	8.526823641	8.584261611	8.736196476	8.926320571	8.609258923	8.971065595	8.516723188	8.435465958	8.348531098	8.700072828	8.99189052	8.452613574	8.2153939	8.754390517	9.042341074	8.755477096	8.065855677	7.868132627	8.366876129	8.382461531	8.899353653
Solyc06g083230.2	7.844257373	8.136187059	8.094224567	7.437193095	8.237011127	7.729516689	8.171855549	7.670024032	8.551745442	8.38079186	8.227608721	8.411802083	7.312564004	8.358509941	8.119081991	7.858120406	7.719732338	7.41712645	7.561317992	8.020692732	7.958807247	7.656696631	7.739739883	7.925821607	7.856579618	8.121184539
Solyc06g083260.2	8.967017024	9.262198571	9.089250695	9.132169793	8.800986965	9.069543107	8.91633729	8.689940475	9.138219218	9.23006071	9.189038844	8.967064185	8.989565298	8.707805786	8.595104676	9.360582791	9.214994048	9.046167406	8.868924914	8.704006674	8.638357043	8.818342975	8.829770092	8.953770195	8.87583146	9.148326499
Solyc06g083270.2	5.288169872	5.030407658	5.417899497	6.129672582	5.313831065	4.74112426	5.119148013	5.285778328	4.609566811	5.197869366	5.343496297	5.169039766	5.402589666	4.759378528	4.69704892	5.788685816	5.541077483	4.965435611	5.18491503	5.029037448	4.7993511	4.881377535	5.106467671	5.220700036	5.666922393	4.567653345
Solyc06g083300.2	10.09632876	9.341551011	8.452000583	8.165244521	9.238914579	10.132754	9.964536945	8.215043663	10.09513723	10.03972528	9.534635546	9.569044385	9.55295874	9.643552371	9.91096621	8.193104761	8.636517871	10.15928518	9.412869386	8.799644472	9.332852248	10.02804004	10.8419317	10.31057327	10.42120723	9.456910897
Solyc06g083340.2	10.86449863	10.60137934	10.73708445	10.81723165	10.94239078	10.03566383	10.3981957	10.71226568	10.37044693	10.56858766	10.57303739	10.71472874	10.69325907	10.65886514	10.40200988	10.4767737	10.69659794	10.54137865	10.43712695	10.58334987	10.63334479	10.5335912	10.42484841	10.65876865	10.58224297	10.55730525
Solyc06g083350.2	10.60788116	10.83544071	10.80540475	11.00954073	10.83654816	10.80120193	10.85670733	11.12958853	10.64259037	10.74958269	10.87923006	10.83349931	11.09813351	10.67046037	10.84628462	11.20497797	10.92725031	10.93950226	11.01180003	10.60712604	10.62489378	10.83880598	10.70285125	10.65269863	10.81941907	10.74091007
Solyc06g083360.2	10.60788116	10.83544071	10.80540475	11.00954073	10.83654816	10.80120193	10.85670733	11.12958853	10.64259037	10.74958269	10.87923006	10.83349931	11.09813351	10.67046037	10.84628462	11.20497797	10.92725031	10.93950226	11.01180003	10.60712604	10.62489378	10.83880598	10.70285125	10.65269863	10.81941907	10.74091007
Solyc06g083380.2	8.015968459	5.63692264	5.623341492	5.468763099	6.318869248	6.818687296	6.635688983	5.961476423	6.859163415	7.188209374	6.584938313	6.718767384	6.310425258	6.955157103	6.646576255	5.673229929	5.678398083	6.872556809	6.339930356	6.032536638	6.449536569	6.736214902	7.356716874	7.811170395	7.816140686	6.128451724
Solyc06g083390.2	7.147238929	8.286362802	8.096706698	7.57382213	8.022592291	8.458237157	8.770859598	8.350647298	8.889695203	8.382832267	8.108324296	8.250038648	7.866293564	8.070158092	9.070846959	7.911563113	8.071057738	7.761519157	7.938423034	8.579566213	8.391506833	7.650487582	8.100353098	7.365361891	7.117881432	8.827358776
Solyc06g083440.2	9.075672357	8.607318618	8.582650703	8.716003237	9.280396076	9.575431116	8.333270851	8.399097401	8.919861801	9.983543243	9.461794754	9.679606406	8.733111595	9.178864747	8.25715942	7.312518744	8.224590365	8.94827387	8.753326733	8.575547843	8.928600201	9.031995873	9.265418448	8.975533915	9.256527913	9.161379012
Solyc06g083460.2	10.63950943	11.20071823	11.39007279	11.70516729	11.04695091	10.93159385	10.90293357	11.4236248	10.56828311	10.85331557	11.11036934	10.94505756	11.14111035	10.88225764	10.96759652	12.02391898	11.27200508	11.02948234	11.3045713	11.40417941	10.94141205	11.04408323	10.60524015	10.47586663	10.62099833	10.93634812
Solyc06g083470.2	8.463298304	3.984690886	4.984510282	3.992965448	5.156506829	6.123373943	2.958885126	3.432007354	5.206184338	4.865751054	5.425817236	4.955722003	3.572202045	6.425509512	4.059580159	3.416835538	4.055633164	4.058985809	4.094269605	5.271546115	6.89334115	5.041096142	5.128769907	7.563865612	7.23041665	4.62830969
Solyc06g083480.2	3.354019251	3.119838446	3.264887917	3.20922502	3.245840227	3.096343497	2.823873596	2.813426315	2.862716372	2.667786452	3.06675744	2.959166253	3.001665908	3.204018632	2.759000015	3.296151299	3.119838446	2.864111096	3.430210579	2.83520494	2.748218256	2.701983482	2.970862941	3.03951514	3.067663778	3.069704358
Solyc06g083490.2	3.354019251	3.119838446	3.264887917	3.20922502	3.245840227	3.096343497	2.823873596	2.813426315	2.862716372	2.667786452	3.06675744	2.959166253	3.001665908	3.204018632	2.759000015	3.296151299	3.119838446	2.864111096	3.430210579	2.83520494	2.748218256	2.701983482	2.970862941	3.03951514	3.067663778	3.069704358
Solyc06g083530.2	11.32790005	11.18663902	11.4078755	11.57852176	11.34959878	11.19924915	11.04253227	11.5242295	10.76902075	11.02883714	11.32844288	11.28314732	11.36105076	11.29647296	10.97955115	11.26365452	11.32957739	11.29800869	11.1978245	11.49205043	11.28079097	11.45408586	11.13342774	11.20438012	11.36677304	11.11976421
Solyc06g083570.2	4.231865952	4.197015385	3.446599357	4.04391335	4.133421664	4.318188495	4.649689954	3.903607143	4.784029286	4.614909719	4.38111885	3.998951648	4.493274373	4.588322685	4.079958779	3.7044094	4.15175601	4.519900442	4.749438924	3.620934246	3.972823871	4.165460627	4.537077635	4.062618409	4.138629216	3.972823871
Solyc06g083580.2	4.236854141	4.099006337	4.577101354	4.78748439	4.7049371	5.242077323	3.606960831	4.400985376	3.841504754	5.858728881	5.317307852	5.25277847	4.486475128	4.475866732	4.037026612	4.300532831	4.362082439	4.645037573	4.404247928	4.754154828	4.639888168	4.991029805	4.540843708	4.152787246	4.461768926	4.493876411
Solyc06g083620.2	10.85207953	11.04617961	11.38219441	11.76484374	11.08183996	10.37539685	10.34419888	11.45748286	10.36568394	10.31586296	10.75134739	10.66087081	10.68947863	10.77730988	10.65695294	11.61688589	11.27040531	10.66163499	10.89159182	11.13730519	10.86854018	10.68067731	10.19967165	10.71715643	10.69120959	10.82613408
Solyc06g083630.2	8.215615184	7.516164049	7.226240804	6.725515142	7.435088272	7.604614913	7.968089435	7.321832692	7.469311615	7.896351108	7.689820805	7.633896413	7.580899072	7.733037764	7.864281574	7.00242948	7.786523675	7.681527652	7.558897716	7.438233093	7.837453634	7.937427818	8.006364749	7.884423852	8.122510484	7.583924955
Solyc06g083640.2	4.236244785	4.440398447	4.322554724	4.47858505	4.372070445	4.091125666	4.667239885	4.546447494	4.424172183	3.993423626	4.026542201	4.082279065	4.349191587	4.266357083	4.422851271	4.69571478	4.612449942	4.258777575	4.387979591	4.379067181	4.250406368	4.238986723	4.06868283	4.362595696	4.472958837	4.472551194
Solyc06g083660.2	7.399099451	6.780067697	7.832110176	8.093598368	6.980864705	6.630864241	6.974786751	8.296353926	6.423179937	6.739243252	7.020574263	6.791432196	7.298527472	6.572740907	7.055175421	7.55653342	7.125001671	6.825718058	7.532698103	7.64353238	7.40705756	7.375525149	6.357258167	6.839518394	6.742161232	6.958837231
Solyc06g083690.2	7.610147843	5.837501449	6.302463229	5.932379351	6.011136792	6.949801601	6.323908661	6.32447911	6.161000673	6.925695169	6.663449644	6.799666121	6.914682085	6.810155714	6.402589299	5.523528594	6.844154237	7.503975404	7.23762871	6.218003274	6.811777706	7.312941772	7.421599938	7.554057383	7.436319239	6.402772521
Solyc06g083700.2	2.803359685	2.533444795	2.619449582	2.720665968	2.750706211	2.557332272	2.739877997	2.832944982	2.636475626	2.473435788	2.636475626	2.568607679	2.634878204	2.668213634	2.476206923	3.041693916	2.537885816	2.499607883	2.592468439	2.728984627	2.685111163	2.499272204	2.513401352	2.994569593	2.866076788	2.397877982
Solyc06g083780.2	10.36300885	10.82238489	11.06798162	11.26712133	10.95032631	10.1411371	10.05028558	10.77965297	10.42782813	10.26736675	10.42615184	10.56293257	10.70202544	10.49889726	10.01628802	10.95014733	10.43094167	10.27514562	10.58166833	10.81527543	10.51964854	10.56075188	10.18374089	10.45508617	10.39533667	10.58544586
Solyc06g083790.2	11.17214069	10.75807725	10.92053767	10.80314551	10.85494833	10.6602546	10.71918039	11.00795637	10.85699461	10.98873038	10.95549073	10.98837612	10.89550682	11.13241749	10.91966212	10.72830041	10.77804414	10.99755454	10.79866068	11.03081492	10.99423136	10.85009172	10.81734978	10.87963471	11.10055691	10.93619261
Solyc06g083800.2	2.476206923	2.88732365	3.002638525	2.914005313	2.622732072	2.489017815	2.685661129	2.750706211	2.63442235	2.497428392	2.711172371	2.395456439	2.788877464	2.671514753	2.568220343	3.045855744	2.916506627	2.625468113	2.82350319	2.712109854	2.531997602	2.41055248	2.30469621	2.529550099	2.516783635	2.531999955
Solyc06g083810.2	9.393510107	8.068010475	7.719907146	7.491614587	8.442550467	9.17753421	9.085411941	8.300989244	8.843717092	9.322336649	8.669750118	8.791788402	8.968232495	9.128650903	9.219853809	7.090683458	8.552085871	9.282449647	8.745683161	8.32889597	8.791780959	9.041417603	9.223133367	9.245530726	9.29702482	8.744573075
Solyc06g083830.2	9.273402734	9.889191479	9.897253707	9.961879627	9.915469017	9.531089013	9.701553585	10.22410327	9.601383245	9.258205499	9.454640484	9.315338081	9.82685069	9.649448151	9.471810845	10.22000384	9.965654024	9.469999198	9.763132151	10.34531014	9.885665498	9.563795448	9.169557261	9.117177492	9.273604537	9.721586513
Solyc06g083880.2	6.476540605	4.050397011	5.279252242	4.55495323	5.032295541	5.476178052	4.279844798	4.672660709	5.162469674	4.576227138	4.667469694	4.496959744	4.792318626	5.78311716	4.424399679	3.670734463	4.280881284	5.572075058	5.625271396	5.00012755	5.638482924	5.54659812	4.886366166	6.110115174	5.857836441	4.827831352
Solyc06g083890.2	4.740536572	5.449668739	5.811741826	6.164807178	5.013443513	4.995227614	4.789697669	5.642659784	4.483555994	4.681875225	4.776331945	4.418006466	5.388585709	4.618892384	4.596644953	6.057656003	5.040673829	5.081313001	5.37290633	5.767966718	5.081078016	4.977234506	4.839088154	4.471445485	4.658037445	4.653793535
Solyc06g083900.2	3.848570435	7.633735777	5.538876382	3.203543293	7.417262786	3.858513625	5.24921314	6.892577927	5.731122935	5.513649847	4.539308229	6.718274429	3.539242506	7.387275921	4.638939398	3.379811404	3.497376627	6.087091383	4.626724185	7.834902259	7.35878624	4.316567777	4.2389411	4.278671992	4.236983047	4.873499391
Solyc06g083920.2	6.788315036	7.232643669	7.006300536	7.378215379	6.761880342	6.444086248	6.427625464	7.086633981	6.392223817	6.238869571	6.924809048	6.682883311	7.218454658	6.553147661	6.306046688	7.478325258	7.097125638	6.899330382	7.3911823	6.979612415	6.609968885	6.783309052	6.5080131	6.572835896	6.764376214	6.226456856
Solyc06g083990.2	3.98793084	3.058815133	2.885032733	2.997037492	3.223307142	3.294455193	4.090178321	3.161181924	3.205571023	3.575259263	3.544521097	3.508283523	3.63845972	3.811006432	3.690405893	2.963225573	3.511233954	3.83439681	3.361991026	3.477160115	3.284194278	3.674344048	3.802146174	3.890920272	3.535836831	2.949667858
Solyc06g084000.2	8.983859613	9.206728758	9.210751494	9.019931409	8.895269041	8.568746047	9.159211434	9.256694747	8.868193489	9.052071522	9.155319684	8.939832772	8.684036922	8.652844996	9.037896438	9.546078905	9.437555695	8.551372263	8.775948386	8.920313565	8.712347786	8.629565241	8.573588279	8.867553587	8.9346558	8.780698777
Solyc06g084020.2	10.00176341	9.262733574	9.195063507	10.17916026	9.120507538	9.948063726	9.275443356	9.442391268	9.291611276	10.04290008	10.06288715	10.27746933	10.22661836	9.507853157	9.387089923	9.387186307	9.870195368	10.25726065	10.08454542	8.937250378	9.34976941	10.03494337	10.17264271	10.03825138	10.10469905	9.73292005
Solyc06g084030.2	3.156058529	4.00649836	4.040484096	4.38015513	3.366268042	3.048830399	3.357704137	3.578254155	3.373547613	3.401393997	3.269251209	3.315203276	3.663601118	3.277134904	3.436398466	4.932903566	3.265956362	3.041961676	3.375580075	3.89503058	3.159265445	3.242500906	3.063843165	3.141427723	3.281367145	3.084554959
Solyc06g084050.2	3.145894013	4.591524675	4.628950376	6.650304114	4.234967	5.44038032	4.05973386	5.922267973	3.141960704	4.26288502	4.032501405	3.414308531	5.099326963	3.735923062	3.839231988	5.743227435	4.944661969	3.695258102	4.914675043	4.262293856	3.384272087	3.343242111	3.49449732	3.032755215	3.429908599	5.475068682
Solyc06g084070.2	4.533969949	4.70138588	6.031306704	5.010530721	5.820216001	4.622297187	4.437213899	5.496149123	6.003956833	5.946142991	6.667302463	6.801304616	4.985794127	5.175365961	4.511361766	4.577220652	4.966656739	4.18394502	4.236756863	5.822114707	4.952915382	5.01577871	5.353619206	4.530767674	4.333472518	5.442923053
Solyc06g084090.2	10.04752739	10.07394878	10.06517147	9.786361764	10.04129185	10.11038313	9.877815735	9.699977899	10.08085725	10.01971186	10.04612185	9.862743291	9.984179571	10.01819021	9.59701607	9.858261857	10.03018563	9.746279861	10.037552	9.987266575	9.904460743	9.91642622	9.89749195	9.986518997	9.951037693	9.798190439
Solyc06g084130.2	4.384305965	4.514941069	5.646395874	6.289968849	4.760383037	5.036427004	4.248908059	5.527193816	4.361844635	4.17343948	4.668346604	4.278595568	5.072662383	4.973927843	4.30950595	5.449664996	4.722371002	4.785689311	5.225415838	5.849504101	5.050205647	4.587750499	4.418725712	4.486835503	4.42923041	4.887868125
Solyc06g084160.2	8.33296962	7.917062752	7.339361703	7.020440202	7.97532974	8.165250541	8.209626861	6.817151697	8.603424345	8.842235884	8.342503067	8.480227077	7.724340975	8.326798554	8.399019708	6.958238534	7.516439733	8.284185669	7.656485667	7.447304276	7.757384592	8.050565765	8.655106785	8.577448632	8.531266633	8.193008876
Solyc06g084240.1	2.807433863	3.14849422	3.197076592	3.858037447	2.863140529	2.846949942	3.12947908	3.826785308	2.78456956	2.660112607	2.633031052	2.577557551	2.781337855	2.807433863	2.910535149	3.514037555	3.135582173	2.579308209	2.812572074	2.918484061	2.81785099	2.532393156	2.61460123	2.39236322	2.689230465	2.636588965
Solyc06g084250.2	5.615954975	5.738578276	6.465792973	7.142899346	5.617930018	6.227273276	4.959910739	6.566397269	4.307629779	5.616564521	5.815464707	5.337792964	6.36677847	5.025698914	4.688678891	6.550680178	6.065295205	6.003971798	6.825807005	6.313242155	5.868974901	6.376821128	5.753308721	5.181686484	5.62889069	5.060960589
Solyc06g084260.2	7.085604179	7.029953875	7.080293212	7.109726877	7.060179942	7.0557373	7.032522928	7.171132946	7.17339245	7.736261213	7.462775194	7.446145517	7.379225646	7.441034934	6.728197036	6.439005123	7.162110312	6.963829974	7.399508409	7.269336533	7.043130462	7.364858311	7.156389759	6.878590634	6.935679006	7.248606206
Solyc06g084270.2	4.16104156	4.245880421	4.290412638	3.946910673	3.752405766	4.587530999	4.951609498	4.309088266	4.61679559	4.259273949	4.123488442	4.241552167	4.298425692	4.150369401	4.742331281	4.796997056	4.767651872	4.218283178	4.172858431	4.451727398	4.302005861	4.284807877	4.638840563	4.258630647	4.46796657	4.428761453
Solyc06g084300.1	7.026349417	7.64438239	7.661272196	7.956091075	6.978291945	6.816109759	6.600961139	6.82479801	7.070785287	6.751112756	6.99831865	6.5982031	6.844291305	6.406237509	6.524956537	6.074956036	6.778673161	7.293212085	7.612958847	7.288562584	6.741456411	6.450115581	6.055233568	7.03991781	7.015462148	6.989116866
Solyc06g084310.2	10.85782518	10.77695334	10.71648436	10.71583255	10.65027607	10.50881375	10.45325722	10.49951642	10.30708499	10.53871645	10.59578219	10.46985758	10.7185177	10.43181983	10.46423675	10.62641822	10.4582919	10.54224072	10.83044907	10.58964808	10.53471092	10.63363987	10.73911058	10.73282829	10.8239398	10.40074594
Solyc06g084350.2	7.320411095	7.102368169	6.490856952	6.139217476	7.11236085	6.788128281	6.990958071	6.701481114	7.002078222	7.349719879	7.13931842	7.486263614	7.319877655	7.305094457	7.316971512	6.476241271	7.268702719	7.375426872	6.989850188	6.689352887	7.085555844	7.366668315	7.320297463	7.325240435	7.538625033	7.123225466
Solyc06g084360.2	4.861152504	4.848837833	4.651405271	4.973949198	4.790445519	4.873224879	4.822039754	5.02744742	4.774635101	4.795026558	4.656298522	4.697894306	4.807746962	4.869724849	4.838482335	5.262883928	4.870347999	4.941104473	5.009642786	4.774662803	4.726967702	4.921156339	4.919669347	4.903698805	5.120615708	4.771097999
Solyc06g084390.2	7.857251122	8.113925586	8.16492741	8.223677471	7.812924228	8.059864563	8.316069414	8.287707088	7.581900913	7.733091899	7.812924228	7.544780192	8.522615237	7.812924228	7.782482048	8.094466548	8.056957106	8.292660538	8.598324727	7.941287024	7.786189806	8.114104707	7.917650119	7.663449533	7.718304914	7.671595829
Solyc06g084410.2	8.738876559	9.208804535	9.139954153	9.245311212	9.210720174	8.759445741	8.930910929	9.293451247	9.102262678	8.658486226	9.049742119	9.056236714	9.067393194	8.968939576	8.949588338	9.75483529	9.419244342	8.892267547	8.82129415	9.190712213	8.980316675	9.092938391	8.792007764	8.813301651	8.921808313	9.179621706
